Month	Date	Status	Title	Platform(s)	Genre(s)	Publisher(s)
Aug	14/08/2007		Persona 3	PS2		
Aug	15/08/2007		Sam & Max Season One	Win		
Aug	20/08/2007		Brain Age 2: More Training in Minutes a Day!	NDS		
Aug	21/08/2007		BioShock	X360, Win		
Aug	21/08/2007		Dragoneer's Aria	PSP		
Aug	21/08/2007		The Settlers II	NDS		
Aug	22/08/2007		Street Trace NYC	XBLA		
Aug	24/08/2007		Thomas & Friends: A Day at the Races/Day of the Races	PS2		
Aug	27/08/2007		Carnival Games	NDS, Wii		
Aug	27/08/2007		Metroid Prime 3: Corruption	Wii		
Aug	27/08/2007		NHRA: Countdown to the Championship	PSP		
Aug	28/08/2007		Blue Dragon	X360		
Aug	28/08/2007		Dead Head Fred	PSP		
Aug	28/08/2007		Dynasty Warriors: Gundam	PS2, PS3, X360		
Aug	28/08/2007		Medieval II: Total War: Kingdoms	Win		
Aug	28/08/2007		Warhawk	PS3		
Aug	28/08/2007		Wild Arms 5	PS2		
Aug	29/08/2007		Monster Hunter Freedom 2	PSP		
Aug	31/08/2007		Guild Wars: Eye of the North	Win		
Aug	31/08/2007		Lair	PS3		
Sep	04/09/2007		Grossology: Battle of the Yucky Island	GBA, NDS, PS2, PS3, Wii, X360,		
Sep	04/09/2007		Medal of Honor: Airborne	PS3, X360, Win		
Sep	04/09/2007		The Sims 2: Bon Voyage	Win		
Sep	04/09/2007		Wayside: Top of the Class	PS3, Wii, NDS		
Sep	07/09/2007		Stranglehold	X360		
Sep	09/09/2007		Balls of Fury	NDS		
Sep	10/09/2007		DK Jungle Climber	NDS		
Sep	10/09/2007		Drawn to Life	NDS		
Sep	11/09/2007		Dirt	PS3		
Sep	11/09/2007		Fatal Inertia	X360		
Sep	11/09/2007		Jam Sessions	NDS		
Sep	11/09/2007		NHL 08	PS2, PS3, X360, Win, Wii		
Sep	11/09/2007		Zoey 101: Field Trip Fiasco	NDS, PS2, Wii, X360		
Sep	12/09/2007		Heavenly Sword	PS3		
Sep	13/09/2007		PixelJunk Racers	PSN		
Sep	13/09/2007		Skate	PS3, X360		
Sep	16/09/2007		Osu!	Win, Mac		
Sep	17/09/2007		7 Wonders of the Ancient World	NDS		
Sep	17/09/2007		Eternal Sonata	X360		
Sep	17/09/2007		Stuntman: Ignition	PS2, PS3, X360		
Sep	18/09/2007		The Backyardigans: International Super Spy	Win, GBA, PSP, NDS, GCN, PS2, PS3, Wii, Xbox, X360		
Sep	18/09/2007		Coded Arms: Contagion	PSP		
Sep	18/09/2007		Digimon World Dawn	NDS		
Sep	18/09/2007		Digimon World Dusk	NDS		
Sep	18/09/2007		Sonic Rush Adventure	NDS		
Sep	18/09/2007		Dewy's Adventure	Wii		
Sep	18/09/2007		World in Conflict	Win		
Sep	18/09/2007		MySims	NDS, Wii		
Sep	18/09/2007		Warriors Orochi	PS2		
Sep	19/09/2007		Geon: Emotions	XBLA		
Sep	20/09/2007		LocoRoco Cocoreccho	PSN		
Sep	24/09/2007		Company of Heroes: Opposing Fronts	Win		
Sep	24/09/2007		Jackass: The Game	NDS		
Sep	25/09/2007		Balls of Fury	Wii		
Sep	25/09/2007		CSI: 3 Dimensions of Murder	PS2		
Sep	25/09/2007		Dragon Blade: Wrath of Fire	Wii		
Sep	25/09/2007		Halo 3	X360		
Sep	25/09/2007		Hot Wheels: Beat That!	PS2		
Sep	25/09/2007		The Settlers: Rise of an Empire	Win		
Sep	25/09/2007		Dance Dance Revolution Hottest Party	PS3, Wii, X360		
Sep	25/09/2007		Dance Dance Revolution SuperNova 2	PS2		
Sep	25/09/2007		Race Driver: Create & Race	NDS		
Sep	25/09/2007		Soul Nomad & the World Eaters	PlayStation 2		
Sep	26/09/2007		Hot Wheels: Beat That!	X360		
Sep	27/09/2007		Jackass: The Game	PSP		
Sep	27/09/2007		Neverwinter Nights 2: Mask of the Betrayer	Win		
Sep	30/09/2007		Hot Wheels: Beat That!	Wii		
Oct	01/10/2007		The Legend of Zelda: Phantom Hourglass	NDS		
Oct	02/10/2007		Chibi-Robo!: Park Patrol	NDS		
Oct	02/10/2007		Project Gotham Racing 4	X360		
Oct	02/10/2007		Enemy Territory: Quake Wars	Win		
Oct	02/10/2007		Geometry Wars: Waves	XBLA		
Oct	02/10/2007		Syphon Filter: Logan's Shadow	PSP		
Oct	02/10/2007		The Legend of Spyro: The Eternal Night	PS2, GBA, NDS		
Oct	02/10/2007		Backyard Hockey	NDS		
Oct	03/10/2007		Ninjabread Man	Wii		
Oct	03/10/2007		Tetris Splash	XBLA		
Oct	04/10/2007		Crash of the Titans	PSP, PS2, Xbox 360, GBA, NDS		
Oct	04/10/2007		Feel Ski	PSN		
Oct	08/10/2007		MinDStorm	NDS		
Oct	09/10/2007		Folklore	PS3		
Oct	09/10/2007		Looney Tunes: Acme Arsenal	PS2, Wii, X360		
Oct	09/10/2007		Looney Tunes: Duck Amuck	NDS		
Oct	09/10/2007		Blade: Shattered Blade	Wii		
Oct	09/10/2007		Bleach: The Blade of Fate	NDS		
Oct	09/10/2007		Mountain Bike Adrenaline	PS2		
Oct	09/10/2007		Final Fantasy Tactics: The War of the Lions	PSP		
Oct	09/10/2007		FIFA Soccer 08	NDS, PS2, Wii, X360, Win		
Oct	09/10/2007		Sega Rally Revo	PS3, PSP, X360		
Oct	09/10/2007		Star Wars Battlefront: Renegade Squadron	PSP		
Oct	09/10/2007		The Cheetah Girls: Pop Star Sensations	NDS		
Oct	09/10/2007		Thrillville: Off The Rails	NDS, PS2, PSP, Wii, Win, X360		
Oct	09/10/2007		Touch Detective 2 ½	NDS		
Oct	10/10/2007		Half-Life 2	X360		
Oct	10/10/2007		Half-Life 2: Episode One	X360		
Oct	10/10/2007		Half-Life 2: Episode Two	X360, Win		
Oct	10/10/2007		Portal	X360, Win		
Oct	10/10/2007		Team Fortress 2	X360, Win		
Oct	10/10/2007		The Orange Box	X360, Win		
Oct	10/10/2007		Yaris	XBLA		
Oct	11/10/2007		Everyday Shooter	PS3		
Oct	15/10/2007		Flash Focus: Vision Training in Minutes a Day	NDS		
Oct	15/10/2007		The Aly & AJ Adventure	NDS		
Oct	16/10/2007		Tony Hawk's Proving Ground	NDS, PS2, PS3, Wii, X360		
Oct	16/10/2007		Avatar: The Last Airbender - The Burning Earth	GBA, NDS, PS2, Wii		
Oct	16/10/2007		Beautiful Katamari	X360		
Oct	16/10/2007		Clive Barker's Jericho	PS3, X360, Win		
Oct	16/10/2007		Zack & Wiki: Quest for Barbaros' Treasure	Wii		
Oct	16/10/2007		Front Mission	NDS		
Oct	16/10/2007		Mercury Meltdown Revolution	Wii		
Oct	16/10/2007		Phoenix Wright: Ace Attorney: Trials and Tribulations	NDS		
Oct	16/10/2007		Ace Combat 6: Fires of Liberation	X360		
Oct	16/10/2007		Microsoft Flight Simulator X: Acceleration	Win		
Oct	16/10/2007		Painkiller: Overdose	Win		
Oct	16/10/2007		Spider-Man 3	PSP		
Oct	16/10/2007		Victorious Boxers: Revolution	Wii		
Oct	17/10/2007		Every Extend Extra Extreme	XBLA		
Oct	17/10/2007		Zoo Tycoon 2: Extinct Animals	PC		
Oct	19/10/2007		Enemy Territory: Quake Wars	Lin		
Oct	22/10/2007		Juiced 2: Hot Import Nights	PS3		
Oct	22/10/2007		The Sims 2: Castaway	NDS, PS2, PSP, Wii		
Oct	23/10/2007		Age of Empires III: The Asian Dynasties	Win		
Oct	23/10/2007		Castlevania: The Dracula X Chronicles	PSP		
Oct	23/10/2007		Ratatouille	PS3		
Oct	23/10/2007		Ed, Edd n Eddy: Scam of the Century	NDS		
Oct	23/10/2007		Pac 'n Roll	Wii		
Oct	23/10/2007		Power Rangers: Super Legends	NDS		
Oct	23/10/2007		Ratchet & Clank Future: Tools of Destruction	PS3		
Oct	23/10/2007		Tomb Raider: Anniversary	X360		
Oct	23/10/2007		Nicktoons: Attack of the Toybots	PS2, Wii NDS GBA		
Oct	23/10/2007		SpongeBob's Atlantis SquarePantis	PS2, NDS, GBA		
Oct	23/10/2007		Mega Man ZX Advent	NDS		
Oct	24/10/2007		Exit	XBLA		
Oct	24/10/2007		Hellgate: London	PC		
Oct	24/10/2007		The Eye of Judgment	PS3		
Oct	25/10/2007		Sea Monsters: A Prehistoric Adventure	NDS, PS2, Wii		
Oct	26/10/2007		Tomb Raider: Anniversary (Europe)	X360, PSP		
Oct	28/10/2007		Guitar Hero III: Legends of Rock	PS2, PS3, Wii, X360, Mac, Win		
Oct	29/10/2007		Battalion Wars 2	Wii		
Oct	29/10/2007		Cars Mater-National Championship	Wii, PS3, X360, PS2, NDS, GBA		
Oct	29/10/2007		El Tigre: The Adventures of Manny Rivera	NDS		
Oct	29/10/2007		Ratatouille: Food Frenzy	NDS		
Oct	29/10/2007		John Woo Presents Stranglehold	PS3		
Oct	30/10/2007		Avencast: Rise of the Mage	Win		
Oct	30/10/2007		Bee Movie Game	NDS, PS2, Wii, Win, X360		
Oct	30/10/2007		Ben 10: Protector of Earth	NDS, PS2, PSP, Wii		
Oct	30/10/2007		The Simpsons Game	NDS, PS2, PS3, Wii, X360		
Oct	30/10/2007		Napoleon Dynamite: The Game	NDS, PSP		
Oct	30/10/2007		Naruto: Rise of a Ninja	X360		
Oct	30/10/2007		Hellgate: London	Win		
Oct	30/10/2007		Hooked! Real Motion Fishing	Wii		
Oct	30/10/2007		Manhunt 2	PS2, PSP, Wii		
Oct	30/10/2007		The Witcher	Win		
Oct	30/10/2007		TimeShift	Win, X360		
Oct	30/10/2007		Virtua Fighter 5	X360		
Oct	30/10/2007		Viva Piñata: Party Animals	X360		
Nov	02/11/2007		Tabula Rasa	Win		
Nov	02/11/2007		Tomb Raider: Anniversary (Australia)	X360, PSP		
Nov	05/11/2007		Aqua Teen Hunger Force Zombie Ninja Pro-Am	PS2		
Nov	05/11/2007		Call of Duty 4: Modern Warfare	NDS, PS3, X360, Win		
Nov	05/11/2007		Fire Emblem: Radiant Dawn	Wii		
Nov	05/11/2007		Shrek: Ogres and Dronkeys	NDS		
Nov	05/11/2007		The Simpsons Game	PSP		
Nov	06/11/2007		Bladestorm: The Hundred Years' War	PS3, X360		
Nov	06/11/2007		F.E.A.R. Files	X360		
Nov	06/11/2007		Hannah Montana: Spotlight World Tour	Wii		
Nov	06/11/2007		Hot Wheels: Beat That!	NDS		
Nov	06/11/2007		Mario & Sonic at the Olympic Games	Wii, GCN		
Nov	06/11/2007		Mario Golf: Wii Tour	Wii		
Nov	06/11/2007		Lego Star Wars: The Complete Saga	X360, PS3, Wii, NDS		
Nov	06/11/2007		LifeSigns: Surgical Unit	NDS		
Nov	06/11/2007		Dragon Quest Monsters: Joker	NDS		
Nov	06/11/2007		Ontamarama	NDS		
Nov	06/11/2007		Power Rangers: Super Legends	PS2, Win		
Nov	06/11/2007		Silent Hill: Origins	PSP		
Nov	06/11/2007		SOCOM: U.S. Navy SEALs Tactical Strike	PSP		
Nov	07/11/2007		Dr. Seuss: How The Grinch Stole Christmas!	NDS		
Nov	07/11/2007		Switchball	XBLA		
Nov	09/11/2007		Empire Earth III	Win		
Nov	09/11/2007		Cooking Mama 2: Dinner with Friends	NDS		
Nov	12/11/2007		Avatar: The Last Airbender - The Burning Earth	PS3, X360		
Nov	12/11/2007		Foster's Home for Imaginary Friends: Imagination Invaders	NDS, PS2, Wii		
Nov	12/11/2007		SpongeBob's Atlantis SquarePantis	PS3, Wii, X360		
Nov	12/11/2007		Super Mario Galaxy	Wii		
Nov	12/11/2007		Ultimate Mortal Kombat	NDS		
Nov	13/11/2007		Aliens vs. Predator: Requiem	PSP		
Nov	13/11/2007		Beowulf: The Game	PS3, Win, X360		
Nov	13/11/2007		Enchanted	NDS		
Nov	13/11/2007		Jenga World Tour	NDS		
Nov	13/11/2007		Kane & Lynch: Dead Men	PS3, Win, X360		
Nov	13/11/2007		Medal of Honor: Heroes 2	Wii		
Nov	13/11/2007		Metal Gear Solid: Portable Ops Plus	PSP		
Nov	13/11/2007		Resident Evil: The Umbrella Chronicles	Wii		
Nov	13/11/2007		Smarty Pants	Wii		
Nov	13/11/2007		Contra 4	NDS		
Nov	13/11/2007		Sonic Rivals 2	PSP		
Nov	13/11/2007		Tomb Raider: Anniversary	Wii		
Nov	13/11/2007		WWE SmackDown vs. Raw 2008	NDS, GBA, GCN, PS2, PS3, PSP, Wii, Xbox, X360		
Nov	14/11/2007		Need for Speed: ProStreet	Wii, PS2, PS3, PSP, X360, Win		
Nov	14/11/2007		Kane & Lynch: Dead Men	PS3, X360, Win		
Nov	14/11/2007		Shrek n' Roll	X360		
Nov	14/11/2007		Soldier of Fortune: Payback	PS3, X360, Win		
Nov	14/11/2007		Thrillville: Off the Rails	PS3		
Nov	15/11/2007		Crysis	Win		
Nov	15/11/2007		Orcs & Elves	NDS		
Nov	15/11/2007		Rayman Raving Rabbids 2	PS2, PS3, Wii, X360, NDS		
Nov	16/11/2007		SimCity Societies	Win		
Nov	16/11/2007		Assassin's Creed	PS3, X360		
Nov	16/11/2007		Code Lyoko: Quest for Infinity	Wii		
Nov	16/11/2007		Hot Wheels: Beat That!	Win		
Nov	16/11/2007		Lego Star Wars: The Complete Saga	Wii, NDS		
Nov	19/11/2007		Link's Crossbow Training	Wii		
Nov	19/11/2007		Mario Party DS	NDS		
Nov	19/11/2007		Sega Rally Revo	Win		
Nov	19/11/2007		Uncharted: Drake's Fortune	PS3		
Nov	19/11/2007		Unreal Tournament 3	Win		
Nov	20/11/2007		Aqua Vita	PS3		
Nov	20/11/2007		CSI: Dark Motives	NDS		
Nov	20/11/2007		Mass Effect	X360		
Nov	20/11/2007		Final Fantasy XII: Revenant Wings	NDS		
Nov	20/11/2007		Godzilla: Unleashed	PS2		
Nov	20/11/2007		Godzilla Unleashed: Double Smash	NDS		
Nov	20/11/2007		Nicktoons: Attack of the Toybots	PS3, X360		
Nov	20/11/2007		Phantasy Star Universe: Ambition of the Illuminis	PS2, Win, X360		
Nov	20/11/2007		Rock Band	GCN, PS3, PS2, Xbox, X360		
Nov	20/11/2007		Soulcalibur Legends	Wii		
Nov	20/11/2007		The Sims 2: Castaway	X360		
Nov	20/11/2007		Operation Creature Feature	PSN		
Nov	20/11/2007		Time Crisis 4	PS3		
Nov	20/11/2007		Trauma Center: New Blood	Wii		
Nov	21/11/2007		Undertow	XBLA		
Nov	23/11/2007		Geometry Wars: Galaxies	NDS		
Nov	26/11/2007		Master of Illusion	NDS		
Nov	27/11/2007		Boogie	NDS		
Nov	27/11/2007		Cruis'n	Wii		
Nov	27/11/2007		Geometry Wars: Galaxies	Wii		
Nov	27/11/2007		Speedball 2 Tournament	Win		
Nov	30/11/2007		Puzzle Quest: Challenge of the Warlords	Wii		
Dec	01/12/2007		Tomb Raider: Anniversary	Mob		
Dec	03/12/2007		18 Wheels of Steel: American Long Haul	Win		
Dec	04/12/2007		Alvin and the Chipmunks	NDS, PS2, Wii, Win		
Dec	04/12/2007		Beowulf: The Game	PSP		
Dec	04/12/2007		Draglade	NDS		
Dec	04/12/2007		Psychonauts	XBLA		
Dec	05/12/2007		Godzilla: Unleashed	Wii		
Dec	06/12/2007		High Velocity Bowling	PlayStation 3		
Dec	07/12/2007		Jenga World Tour	Wii		
Dec	11/12/2007		Half-Life 2	PS3		
Dec	11/12/2007		Half-Life 2: Episode One	PS3		
Dec	11/12/2007		Half-Life 2: Episode Two	PS3		
Dec	11/12/2007		NeoGeo Battle Coliseum	PS2		
Dec	11/12/2007		Portal	PS3		
Dec	11/12/2007		Super Swing Golf: Season 2	Wii		
Dec	11/12/2007		Team Fortress 2	PS3		
Dec	11/12/2007		The Orange Box	PS3		
Dec	11/12/2007		Winter Sports: The Ultimate Challenge	PS2, Wii, Win		
Dec	12/12/2007		Arkadian Warriors	Win, XBLA		
Dec	12/12/2007		Universe at War: Earth Assault	Win		
Dec	18/12/2007		Indianapolis 500 Legends	NDS, Wii		
Dec	18/12/2007		Nights: Journey of Dreams	Wii		
Dec	18/12/2007		Sonic the Hedgehog	iOS		
Dec	19/12/2007		Elements of Destruction	NDS		
Dec	26/12/2007		SpongeBob SquarePants: Underpants Slam	XBLA		 
Jan	01/01/2008		FlatOut 2	Mac		
Jan	02/01/2008		Metal Slug 3	XBLA		
Jan	03/01/2008		Rune Factory 2: A Fantasy Harvest Moon	NDS		
Jan	08/01/2008		Brain Challenge	NDS		
Jan	08/01/2008		Harvey Birdman: Attorney at Law	PS2, PSP, Wii		
Jan	08/01/2008		Jackass: The Game	NDS		
Jan	08/01/2008		Kingdom Under Fire: Circle of Doom	X360		
Jan	08/01/2008		Sonic Riders: Zero Gravity	PS2, Wii		
Jan	09/01/2008		Omega Five	XBLA		
Jan	15/01/2008		CSI: Hard Evidence	Wii		
Jan	15/01/2008		Nanostray 2	NDS		
Jan	15/01/2008		Nitrobike	Wii		
Jan	15/01/2008		Samurai Warriors: Katana	Wii		
Jan	16/01/2008		Rail Simulator	Win		
Jan	17/01/2008		Mario & Sonic at the Olympic Games	NDS		
Jan	17/01/2008		Tori-Emaki	PS3		
Jan	21/01/2008		Advance Wars: Days of Ruin	NDS		
Jan	22/01/2008		Burnout Paradise	PS3, X360		
Jan	22/01/2008		No More Heroes	Wii		
Jan	22/01/2008		Pirates of the Burning Sea	Win		
Jan	24/01/2008		PixelJunk Monsters	PSN		
Jan	29/01/2008		The Sims Castaway Stories	Win, Mac		
Jan	30/01/2008		Rez HD	XBLA		
Jan	31/01/2008		Disgaea 3: Absence of Justice	PS3		
Jan	31/01/2008		Super Smash Bros. Brawl (Japan)	Wii		
Jan	31/01/2008		We Ski	Wii		
Feb	04/02/2008		Sins of a Solar Empire	Win		
Feb	04/02/2008		Zoo Tycoon 2 DS	NDS		
Feb	05/02/2008		Assassin's Creed: Altaïr's Chronicles	NDS		
Feb	05/02/2008		Culdcept Saga	X360		
Feb	05/02/2008		Devil May Cry 4	PS3, X360		
Feb	05/02/2008		Turok	PS3, X360		
Feb	07/02/2008		Go! Puzzle	PS3, PSP		
Feb	07/02/2008		L the Prologue to Death Note -Rasen no Wana-	NDS		
Feb	07/02/2008		The Club	PS3, Win, X360		
Feb	08/02/2008		Agatha Christie: And Then There Were None	Wii		
Feb	12/02/2008		Conflict: Denied Ops	PS3, Win, X360		
Feb	12/02/2008		Dark Messiah of Might and Magic	X360		
Feb	12/02/2008		Innocent Life: A Futuristic Harvest Moon	PS2		
Feb	12/02/2008		Jumper: Griffin's Story	PS2, Wii, X360		
Feb	12/02/2008		Lost Odyssey	X360		
Feb	12/02/2008		Penumbra: Black Plague	Lin, Win		
Feb	12/02/2008		Wipeout Pulse	PSP		
Feb	14/02/2008		Dream Chronicles 2: The Eternal Maze	Win		
Feb	18/02/2008		MX vs. ATV: Untamed	Wii		
Feb	18/02/2008		Need for Speed: ProStreet	PSP		
Feb	19/02/2008		Dragon Quest Swords: The Masked Queen and the Tower of Mirrors	Wii		
Feb	19/02/2008		Dungeon Explorer: Warriors of Ancient Arts	NDS, PSP		
Feb	19/02/2008		Dynasty Warriors 6	PS3, X360		
Feb	19/02/2008		Pimp My Ride	Wii		
Feb	19/02/2008		The History Channel: Battle for the Pacific	PS3		
Feb	20/02/2008		N+	XBLA		
Feb	21/02/2008		Lost Planet: Extreme Condition	PS3		
Feb	21/02/2008		Space Invaders Extreme	NDS, PSP		
Feb	22/02/2008		Barnyard Blast: Swine of the Night	NDS		
Feb	25/02/2008		Destroy All Humans! Big Willy Unleashed	Wii		
Feb	25/02/2008		Frontlines: Fuel of War	Win, X360		
Feb	26/02/2008		Bubble Bobble Double Shot	NDS		
Feb	26/02/2008		Lost: Via Domus	PS3, Win, X360		
Feb	26/02/2008		Naruto: Ninja Destiny	NDS		
Feb	26/02/2008		Pinball Hall of Fame: The Williams Collection	PS2, PSP, Wii		
Feb	26/02/2008		Turning Point: Fall of Liberty	PS3, Win, X360		
Feb	26/02/2008		Universe at War: Earth Assault	X360		
Feb	27/02/2008		Blokus Portable: Steambot Championship	PSP		
Feb	27/02/2008		Triggerheart Exelica	XBLA		
Feb	28/02/2008		The Idolmaster Live For You!	X360		
Feb	28/02/2008		The Sims 2: FreeTime	Win		
Mar	01/03/2008		Trials 2: Second Edition	Win		
Mar	03/03/2008		Bully: Scholarship Edition	Wii, X360		
Mar	03/03/2008		Major League Baseball 2K8	PS2, PS3, PSP, Wii, X360		
Mar	04/03/2008		Anno 1701: Dawn of Discovery	NDS		
Mar	04/03/2008		Army of Two	PS3, X360		
Mar	04/03/2008		Eco Creatures: Save the Forest	NDS		
Mar	04/03/2008		God of War: Chains of Olympus	PSP		
Mar	04/03/2008		MLB 08: The Show	PS2, PS3, PSP		
Mar	04/03/2008		Mystery Dungeon: Shiren the Wanderer	NDS		
Mar	04/03/2008		Ninja Reflex	Wii		
Mar	04/03/2008		Silent Hill: Origins	PS2		
Mar	05/03/2008		Harvest: Massive Encounter	Mac, Win		
Mar	05/03/2008		Rocketmen: Axis of Evil	XBLA		
Mar	05/03/2008		Warhammer 40,000: Dawn of War: Soulstorm	Win		
Mar	06/03/2008		Flow	PSP		
Mar	06/03/2008		Yakuza: Kenzan!	PS3		
Mar	06/03/2008		Rocketmen: Axis of Evil	PSN		
Mar	09/03/2008		Super Smash Bros. Brawl (NA)	Wii		
Mar	10/03/2008		Worms: A Space Oddity	Wii		
Mar	11/03/2008		Buzz!: The Hollywood Quiz	PS2		
Mar	11/03/2008		Condemned 2: Bloodshot	X360		
Mar	11/03/2008		George of the Jungle and the Search for the Secret	NDS, PS2, Wii		
Mar	11/03/2008		Insecticide	NDS, Win		
Mar	11/03/2008		Ratchet & Clank: Size Matters	PS2		
Mar	11/03/2008		The House of the Dead 2 & 3 Return	Wii		
Mar	11/03/2008		Wild Arms XF	PSP		
Mar	12/03/2008		Bliss Island	XBLA		
Mar	18/03/2008		Condemned 2: Bloodshot	PS3		
Mar	18/03/2008		Enemy Territory: Quake Wars	Mac		
Mar	18/03/2008		Everybody's Golf 5	PS3		
Mar	18/03/2008		Pro Evolution Soccer 2008	Wii		
Mar	18/03/2008		Sega Superstars Tennis	NDS, PS2, PS3, Wii, X360		
Mar	18/03/2008		Target: Terror	Wii		
Mar	18/03/2008		Tom Clancy's Rainbow Six: Vegas 2	PS3, Win, X360		
Mar	19/03/2008		Deca Sports	Wii		
Mar	19/03/2008		SimCity DS 2	NDS		
Mar	20/03/2008		Pokémon Ranger: Shadows of Almia (Japan)	NDS		
Mar	24/03/2008		Command & Conquer 3: Kane's Wrath	Win, X360		
Mar	24/03/2008		Crisis Core: Final Fantasy VII	PSP		
Mar	24/03/2008		M&M's Kart Racing	NDS		
Mar	25/03/2008		Avatar: The Last Airbender - The Burning Earth	PS3		
Mar	25/03/2008		ObsCure II	Wii		
Mar	25/03/2008		Opoona	Wii		
Mar	25/03/2008		Viking: Battle for Asgard	PS3, X360		
Mar	26/03/2008		GoPets: Vacation Island	NDS		
Mar	28/03/2008		Dark Sector	PS3, X360		
Mar	28/03/2008		Ninja Gaiden Dragon Sword	NDS		
Apr	01/04/2008		Brothers in Arms: Road to Hill 30	Wii		
Apr	02/04/2008		Mr. Driller Online	XBLA		
Apr	02/04/2008		Star Ocean: Second Evolution	PSP		
Apr	04/04/2008		FlatOut: Head On	PSP		
Apr	08/04/2008		Assassin's Creed	Win		
Apr	08/04/2008		Baroque	Wii		
Apr	08/04/2008		Supreme Commander	X360		
Apr	09/04/2008		Ikaruga	XBLA		
Apr	10/04/2008		Arcana Heart	PS2		
Apr	10/04/2008		Mario Kart Wii	Wii		
Apr	15/04/2008		Ōkami	Wii		
Apr	15/04/2008		Rondo of Swords	NDS		
Apr	15/04/2008		Teenage Zombies: Invasion of the Alien Brain Thingys!	NDS		
Apr	18/04/2008		Legacy of Ys: Books I & II[5]	NDS		
Apr	20/04/2008		Pokémon Mystery Dungeon: Explorers of Time and Explorers of Darkness	NDS		
Apr	21/04/2008		Metal Arms: Glitch in the System	X360		
Apr	22/04/2008		High School Musical 2: Work This Out!	NDS		
Apr	22/04/2008		Persona 3 FES	PS2		
Apr	22/04/2008		The World Ends with You	NDS		
Apr	22/04/2008		Turok	Win		
Apr	24/04/2008		Valkyria Chronicles	PS3		
Apr	25/04/2008		King's Bounty: The Legend	Win		
Apr	27/04/2008		Johnny Test: Rise of the Tests	Wii, PS3, X360		
Apr	29/04/2008		Grand Theft Auto IV	PS3, X360		
Apr	29/04/2008		Let's Yoga	NDS		
Apr	30/04/2008		Galactic Civilizations II: Twilight of the Arnor	Win		
May	01/05/2008		Echochrome	PSN, PSP		
May	02/05/2008		Iron Man	NDS, PS2, PS3, PSP, Wii, Win, X360		
May	05/05/2008		Chameleon	PSP		
May	05/05/2008		Crosswords DS	NDS		
May	05/05/2008		The Destiny of Zorro	Wii		
May	06/05/2008		Boom Blox	Mobile, Wii		
May	06/05/2008		Speed Racer	NDS, Wii		
May	12/05/2008		LostWinds	WiiWare		
May	13/05/2008		Castle of Shikigami III	Wii		
May	13/05/2008		Drone Tactics	NDS		
May	13/05/2008		The Chronicles of Narnia: Prince Caspian	NDS, PS2, PS3, PSP, Wii, Win, X360		
May	15/05/2008		Dark Mist	PSN		
May	15/05/2008		Luminous Arc 2: Will	NDS		
May	17/05/2008		Monster Madness: Grave Danger	PS3		
May	19/05/2008		Critter Round-Up	WiiWare		
May	20/05/2008		Age of Conan: Hyborian Adventures	Win		
May	20/05/2008		SingStar	PS3		
May	21/05/2008		Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness	Lin, Mac, Win, X360		
May	21/05/2008		Wii Fit (America)	Wii		
May	23/05/2008		Haze	PS3		
May	26/05/2008		Cross Edge	PS3		
May	26/05/2008		Dr. Mario Online Rx	WiiWare		
May	27/05/2008		Death Jr. II: Root of Evil	Wii		
May	27/05/2008		Emergency Heroes	Wii		
May	27/05/2008		Enemy Territory: Quake Wars	PS3, X360		
May	27/05/2008		Super Dodgeball Brawlers	NDS		
May	28/05/2008		Mass Effect	Win		
May	30/05/2008		Commando: Steel Disaster	NDS		
May	30/05/2008		Race Driver: Grid	PS3, Win, X360		
Jun	03/06/2008		Chaos Wars	PS2		
Jun	03/06/2008		Hot Shots Golf: Open Tee 2'	PSP		
Jun	03/06/2008		Kung Fu Panda	NDS, PS2, PS3, Wii, Win, X360		
Jun	03/06/2008		Lego Indiana Jones: The Original Adventures	NDS, PS2, PS3, PSP, Wii, Win, X360		
Jun	03/06/2008		Ninja Gaiden II	X360		
Jun	03/06/2008		Robert Ludlum's The Bourne Conspiracy	PS3, X360		
Jun	03/06/2008		Summon Night: Twin Age	NDS		
Jun	04/06/2008		Roogoo	XBLA		
Jun	05/06/2008		Dragon Ball Z: Burst Limit	PS3, X360		
Jun	05/06/2008		Carl²: Taking the Class	PS3, X360		
Jun	05/06/2008		Fushigi no Dungeon - Furai no Shiren 3: Karakuri Yashiki no Nemuri Hime	Wii		
Jun	05/06/2008		The Incredible Hulk	NDS, PS2, PS3, Wii, X360		
Jun	09/06/2008		My Pokémon Ranch	WiiWare		
Jun	10/06/2008		Blast Works: Build, Trade, Destroy	Wii		
Jun	10/06/2008		Don King Presents: Prizefighter	X360		
Jun	10/06/2008		Dragon Ball Z: Burst Limit	PS3, X360		
Jun	10/06/2008		NASCAR 09	PS2, PS3, X360		
Jun	10/06/2008		Total Drama	Win, PS2, PS3, NDS, Wii, X360		
Jun	10/06/2008		The Incredible Hulk	Win		
Jun	11/06/2008		Frogger 2	XBLA		
Jun	11/06/2008		Jake Hunter: Detective Chronicles	NDS		
Jun	12/06/2008		Metal Gear Solid 4: Guns of the Patriots	PS3		
Jun	13/06/2008		Civilization Revolution	PS3, X360		
Jun	13/06/2008		Etrian Odyssey II: Heroes of Lagaard	NDS		
Jun	17/06/2008		Deadliest Catch: Alaskan Storm	X360		
